Number of Stops,Stops,Wheat Delivered (kg)
4,"14,30,56,97",28
4,"14,30,56,98",28
4,"14,30,56,99",28
4,"14,31,55,80",28
4,"14,31,55,81",28
4,"14,31,55,82",28
4,"14,31,55,83",28
4,"14,31,55,84",28
4,"14,31,55,85",28
4,"14,31,55,86",28
4,"14,31,55,87",28
4,"14,31,55,88",28
4,"14,31,55,89",28
4,"14,31,55,90",28
4,"14,31,55,91",28
4,"14,31,55,92",28
4,"14,31,55,93",28
4,"14,31,55,94",28
4,"14,31,55,95",28
4,"14,31,55,96",28
4,"14,31,55,97",28
4,"14,31,55,98",28
4,"14,31,55,99",28
4,"14,32,54,77",28
4,"14,32,54,78",28
4,"14,32,54,79",28
4,"14,32,54,80",28
4,"14,32,54,81",28
4,"14,32,54,82",28
4,"14,32,54,83",28
4,"14,32,54,84",28
4,"14,32,54,85",28
4,"14,32,54,86",28
4,"14,32,54,87",28
4,"14,32,54,88",28
4,"14,32,54,89",28
4,"14,32,54,90",28
4,"14,32,54,91",28
4,"14,32,54,92",28
4,"14,32,54,93",28
4,"14,32,54,94",28
4,"14,32,54,95",28
4,"14,32,54,96",28
4,"14,32,54,97",28
4,"14,32,54,98",28
4,"14,32,54,99",28
4,"16,33,60,88",28
4,"16,33,60,89",28
4,"16,33,60,90",28
4,"16,33,60,91",28
4,"16,33,60,92",28
4,"16,33,60,93",28
4,"16,33,60,94",28
4,"16,33,60,95",28
4,"16,33,60,96",28
4,"16,33,60,97",28
4,"16,33,60,98",28
4,"16,33,60,99",28
4,"16,34,60,87",28
4,"16,34,60,88",28
4,"16,34,60,89",28
4,"16,34,60,90",28
4,"16,34,60,91",28
4,"16,34,60,92",28
4,"16,34,60,93",28
4,"16,34,60,94",28
4,"16,34,60,95",28
4,"16,34,60,96",28
4,"16,34,60,97",28
4,"16,34,60,98",28
4,"16,34,60,99",28
4,"16,35,60,86",28
4,"16,35,60,87",28
4,"16,35,60,88",28
4,"16,35,60,89",28
4,"16,35,60,90",28
4,"16,35,60,91",28
4,"16,35,60,92",28
4,"16,35,60,93",28
4,"16,35,60,94",28
4,"16,35,60,95",28
4,"16,35,60,96",28
4,"16,35,60,97",28
4,"16,35,60,98",28
4,"16,35,60,99",28
4,"18,37,63,90",28
4,"18,37,63,91",28
4,"18,37,63,92",28
4,"18,37,63,93",28
4,"18,37,63,94",28
4,"18,37,63,95",28
4,"18,37,63,96",28
4,"18,37,63,97",28
4,"18,37,63,98",28
4,"18,37,63,99",28
3,"15,31,59",27
3,"15,32,59",27
3,"15,33,59",27
3,"15,34,59",27
3,"17,35,62",27
3,"17,36,62",27
4,"1,15,30,59",27
4,"1,15,31,59",27
4,"1,15,32,59",27
4,"1,15,33,59",27
4,"1,15,34,59",27
4,"1,17,34,62",27
4,"1,17,35,62",27
4,"1,17,36,62",27
4,"1,19,38,65",27
4,"2,15,29,59",27
4,"2,15,30,59",27
4,"2,15,31,59",27
4,"2,15,32,59",27
4,"2,15,33,59",27
4,"2,15,34,59",27
4,"2,17,33,62",27
4,"2,17,34,62",27
4,"2,17,35,62",27
4,"2,17,36,62",27
4,"2,19,37,65",27
4,"2,19,38,65",27
4,"3,17,32,62",27
4,"3,17,33,62",27
4,"3,17,34,62",27
4,"3,17,35,62",27
4,"3,17,36,62",27
4,"3,19,36,65",27
4,"3,19,37,65",27
4,"3,19,38,65",27
4,"4,17,31,62",27
4,"4,17,32,62",27
4,"4,17,33,62",27
4,"4,17,34,62",27
4,"4,17,35,62",27
4,"4,17,36,62",27
4,"4,19,35,65",27
4,"4,19,36,65",27
4,"4,19,37,65",27
4,"4,19,38,65",27
4,"5,17,30,62",27
4,"5,17,31,62",27
4,"5,17,32,62",27
4,"5,17,33,62",27
4,"5,17,34,62",27
4,"5,17,35,62",27
4,"5,17,36,62",27
4,"5,19,35,65",27
4,"5,19,36,65",27
4,"5,19,37,65",27
4,"5,19,38,65",27
4,"6,17,30,62",27
4,"6,17,31,62",27
4,"6,17,32,62",27
4,"6,17,33,62",27
4,"6,17,34,62",27
4,"6,17,35,62",27
4,"6,17,36,62",27
4,"6,19,35,65",27
4,"6,19,36,65",27
4,"6,19,37,65",27
4,"6,19,38,65",27
4,"7,17,30,62",27
4,"7,17,31,62",27
4,"7,17,32,62",27
4,"7,17,33,62",27
4,"7,17,34,62",27
4,"7,17,35,62",27
4,"7,17,36,62",27
4,"7,19,35,65",27
4,"7,19,36,65",27
4,"7,19,37,65",27
4,"7,19,38,65",27
4,"8,17,30,62",27
4,"8,17,31,62",27
4,"8,17,32,62",27
4,"8,17,33,62",27
4,"8,17,34,62",27
4,"8,17,35,62",27
4,"8,17,36,62",27
4,"8,19,35,65",27
4,"8,19,36,65",27
4,"8,19,37,65",27
4,"8,19,38,65",27
4,"9,19,35,65",27
4,"9,19,36,65",27
4,"9,19,37,65",27
4,"9,19,38,65",27
4,"15,31,59,88",27
4,"15,31,59,89",27
4,"15,31,59,90",27
4,"15,31,59,91",27
4,"15,31,59,92",27
4,"15,31,59,93",27
4,"15,31,59,94",27
4,"15,31,59,95",27
4,"15,31,59,96",27
4,"15,31,59,97",27
4,"15,31,59,98",27
4,"15,31,59,99",27
4,"15,32,59,87",27
4,"15,32,59,88",27
4,"15,32,59,89",27
4,"15,32,59,90",27
4,"15,32,59,91",27
4,"15,32,59,92",27
4,"15,32,59,93",27
4,"15,32,59,94",27
4,"15,32,59,95",27
4,"15,32,59,96",27
4,"15,32,59,97",27
4,"15,32,59,98",27
4,"15,32,59,99",27
4,"15,33,59,86",27
4,"15,33,59,87",27
4,"15,33,59,88",27
4,"15,33,59,89",27
4,"15,33,59,90",27
4,"15,33,59,91",27
4,"15,33,59,92",27
4,"15,33,59,93",27
4,"15,33,59,94",27
4,"15,33,59,95",27
4,"15,33,59,96",27
4,"15,33,59,97",27
4,"15,33,59,98",27
4,"15,33,59,99",27
4,"15,34,59,85",27
4,"15,34,59,86",27
4,"15,34,59,87",27
4,"15,34,59,88",27
4,"15,34,59,89",27
4,"15,34,59,90",27
4,"15,34,59,91",27
4,"15,34,59,92",27
4,"15,34,59,93",27
4,"15,34,59,94",27
4,"15,34,59,95",27
4,"15,34,59,96",27
4,"15,34,59,97",27
4,"15,34,59,98",27
4,"15,34,59,99",27
4,"17,35,62,90",27
4,"17,35,62,91",27
4,"17,35,62,92",27
4,"17,35,62,93",27
4,"17,35,62,94",27
4,"17,35,62,95",27
4,"17,35,62,96",27
4,"17,35,62,97",27
4,"17,35,62,98",27
4,"17,35,62,99",27
4,"17,36,62,89",27
4,"17,36,62,90",27
4,"17,36,62,91",27
4,"17,36,62,92",27
4,"17,36,62,93",27
4,"17,36,62,94",27
4,"17,36,62,95",27
4,"17,36,62,96",27
4,"17,36,62,97",27
4,"17,36,62,98",27
4,"17,36,62,99",27
2,"28,59",26
3,"1,28,59",26
3,"2,28,59",26
3,"2,29,58",26
3,"3,28,59",26
3,"3,29,58",26
3,"4,28,59",26
3,"4,29,58",26
3,"5,28,59",26
3,"5,29,58",26
3,"6,28,59",26
3,"6,29,58",26
3,"6,30,57",26
3,"7,28,59",26
3,"7,29,58",26
3,"7,30,57",26
3,"8,28,59",26
3,"8,29,58",26
3,"8,30,57",26
3,"9,28,59",26
3,"9,29,58",26
3,"9,30,57",26
3,"9,31,56",26
3,"10,28,59",26
3,"10,29,58",26
3,"10,30,57",26
3,"10,31,56",26
3,"11,28,59",26
3,"11,29,58",26
3,"11,30,57",26
3,"11,31,56",26
3,"12,28,59",26
3,"12,29,58",26
3,"12,30,57",26
3,"12,31,56",26
3,"13,28,59",26
3,"13,29,58",26
3,"13,30,57",26
3,"13,31,56",26
3,"13,32,55",26
3,"14,29,58",26
3,"14,30,57",26
3,"14,31,56",26
3,"14,32,55",26
3,"16,33,61",26
3,"16,34,61",26
3,"16,35,61",26
3,"18,37,64",26
3,"28,59,91",26
3,"28,59,92",26
3,"28,59,93",26
3,"28,59,94",26
3,"28,59,95",26
3,"28,59,96",26
3,"28,59,97",26
3,"28,59,98",26
3,"28,59,99",26
4,"1,3,28,59",26
4,"1,3,29,58",26
4,"1,4,28,59",26
4,"1,4,29,58",26
4,"1,5,28,59",26
4,"1,5,29,58",26
4,"1,6,28,59",26
4,"1,6,29,58",26
4,"1,6,30,57",26
4,"1,7,28,59",26
4,"1,7,29,58",26
4,"1,7,30,57",26
4,"1,8,28,59",26
4,"1,8,29,58",26
4,"1,8,30,57",26
4,"1,9,28,59",26
4,"1,9,29,58",26
4,"1,9,30,57",26
4,"1,9,31,56",26
4,"1,10,28,59",26
4,"1,10,29,58",26
4,"1,10,30,57",26
4,"1,10,31,56",26
4,"1,11,28,59",26
4,"1,11,29,58",26
4,"1,11,30,57",26
4,"1,11,31,56",26
4,"1,12,28,59",26
4,"1,12,29,58",26
4,"1,12,30,57",26
4,"1,12,31,56",26
4,"1,13,28,59",26
4,"1,13,29,58",26
4,"1,13,30,57",26
4,"1,13,31,56",26
4,"1,13,32,55",26
4,"1,14,28,59",26
4,"1,14,29,58",26
4,"1,14,30,57",26
4,"1,14,31,56",26
4,"1,14,32,55",26
4,"1,16,32,61",26
4,"1,16,33,61",26
4,"1,16,34,61",26
4,"1,16,35,61",26
4,"1,18,36,64",26
4,"1,18,37,64",26
4,"1,28,59,91",26
4,"1,28,59,92",26
4,"1,28,59,93",26
4,"1,28,59,94",26
4,"1,28,59,95",26
4,"1,28,59,96",26
4,"1,28,59,97",26
4,"1,28,59,98",26
4,"1,28,59,99",26
4,"2,5,28,59",26
4,"2,5,29,58",26
4,"2,6,28,59",26
4,"2,6,29,58",26
4,"2,6,30,57",26
4,"2,7,28,59",26
4,"2,7,29,58",26
4,"2,7,30,57",26
4,"2,8,28,59",26
4,"2,8,29,58",26
4,"2,8,30,57",26
4,"2,9,28,59",26
4,"2,9,29,58",26
4,"2,9,30,57",26
4,"2,9,31,56",26
4,"2,10,28,59",26
4,"2,10,29,58",26
4,"2,10,30,57",26
4,"2,10,31,56",26
4,"2,11,28,59",26
4,"2,11,29,58",26
4,"2,11,30,57",26
4,"2,11,31,56",26
4,"2,12,28,59",26
4,"2,12,29,58",26
4,"2,12,30,57",26
4,"2,12,31,56",26
4,"2,13,28,59",26
4,"2,13,29,58",26
4,"2,13,30,57",26
4,"2,13,31,56",26
4,"2,13,32,55",26
4,"2,14,28,59",26
4,"2,14,29,58",26
4,"2,14,30,57",26
4,"2,14,31,56",26
4,"2,14,32,55",26
4,"2,16,31,61",26
4,"2,16,32,61",26
4,"2,16,33,61",26
4,"2,16,34,61",26
4,"2,16,35,61",26
4,"2,18,35,64",26
4,"2,18,36,64",26
4,"2,18,37,64",26
4,"2,20,39,67",26
4,"2,28,59,91",26
4,"2,28,59,92",26
4,"2,28,59,93",26
4,"2,28,59,94",26
4,"2,28,59,95",26
4,"2,28,59,96",26
4,"2,28,59,97",26
4,"2,28,59,98",26
4,"2,28,59,99",26
4,"2,29,58,88",26
4,"2,29,58,89",26
4,"2,29,58,90",26
4,"2,29,58,91",26
4,"2,29,58,92",26
4,"2,29,58,93",26
4,"2,29,58,94",26
4,"2,29,58,95",26
4,"2,29,58,96",26
4,"2,29,58,97",26
4,"2,29,58,98",26
4,"2,29,58,99",26
4,"3,7,28,59",26
4,"3,7,29,58",26
4,"3,7,30,57",26
4,"3,8,28,59",26
4,"3,8,29,58",26
4,"3,8,30,57",26
4,"3,9,28,59",26
4,"3,9,29,58",26
4,"3,9,30,57",26
4,"3,9,31,56",26
4,"3,10,28,59",26
4,"3,10,29,58",26
4,"3,10,30,57",26
4,"3,10,31,56",26
4,"3,11,28,59",26
4,"3,11,29,58",26
4,"3,11,30,57",26
4,"3,11,31,56",26
4,"3,12,28,59",26
4,"3,12,29,58",26
4,"3,12,30,57",26
4,"3,12,31,56",26
4,"3,13,28,59",26
4,"3,13,29,58",26
4,"3,13,30,57",26
4,"3,13,31,56",26
4,"3,13,32,55",26
4,"3,14,28,59",26
4,"3,14,29,58",26
4,"3,14,30,57",26
4,"3,14,31,56",26
4,"3,14,32,55",26
4,"3,15,28,59",26
4,"3,15,29,58",26
4,"3,15,30,57",26
4,"3,15,31,56",26
4,"3,15,32,55",26
4,"3,16,30,61",26
4,"3,16,31,61",26
4,"3,16,32,61",26
4,"3,16,33,61",26
4,"3,16,34,61",26
4,"3,16,35,61",26
4,"3,18,34,64",26
4,"3,18,35,64",26
4,"3,18,36,64",26
4,"3,18,37,64",26
4,"3,20,38,67",26
4,"3,20,39,67",26
4,"3,28,59,91",26
4,"3,28,59,92",26
4,"3,28,59,93",26
4,"3,28,59,94",26
4,"3,28,59,95",26
4,"3,28,59,96",26
4,"3,28,59,97",26
4,"3,28,59,98",26
4,"3,28,59,99",26
4,"3,29,58,88",26
4,"3,29,58,89",26
4,"3,29,58,90",26
4,"3,29,58,91",26
4,"3,29,58,92",26
4,"3,29,58,93",26
4,"3,29,58,94",26
4,"3,29,58,95",26
4,"3,29,58,96",26
4,"3,29,58,97",26
4,"3,29,58,98",26
4,"3,29,58,99",26
4,"4,9,28,59",26
4,"4,9,29,58",26
4,"4,9,30,57",26
4,"4,9,31,56",26
4,"4,10,28,59",26
4,"4,10,29,58",26
4,"4,10,30,57",26
4,"4,10,31,56",26
4,"4,11,28,59",26
4,"4,11,29,58",26
4,"4,11,30,57",26
4,"4,11,31,56",26
4,"4,12,28,59",26
4,"4,12,29,58",26
4,"4,12,30,57",26
4,"4,12,31,56",26
4,"4,13,28,59",26
4,"4,13,29,58",26
4,"4,13,30,57",26
4,"4,13,31,56",26
4,"4,13,32,55",26
4,"4,14,28,59",26
4,"4,14,29,58",26
4,"4,14,30,57",26
4,"4,14,31,56",26
4,"4,14,32,55",26
4,"4,15,28,59",26
4,"4,15,29,58",26
4,"4,15,30,57",26
4,"4,15,31,56",26
4,"4,15,32,55",26
4,"4,16,29,61",26
4,"4,16,30,61",26
4,"4,16,31,61",26
4,"4,16,32,61",26
4,"4,16,33,61",26
4,"4,16,34,61",26
4,"4,16,35,61",26
4,"4,18,34,64",26
4,"4,18,35,64",26
4,"4,18,36,64",26
4,"4,18,37,64",26
4,"4,20,38,67",26
4,"4,20,39,67",26
4,"4,21,39,66",26
4,"4,28,59,91",26
4,"4,28,59,92",26
4,"4,28,59,93",26
4,"4,28,59,94",26
4,"4,28,59,95",26
4,"4,28,59,96",26
4,"4,28,59,97",26
4,"4,28,59,98",26
4,"4,28,59,99",26
4,"4,29,58,88",26
4,"4,29,58,89",26
4,"4,29,58,90",26
4,"4,29,58,91",26
4,"4,29,58,92",26
4,"4,29,58,93",26
4,"4,29,58,94",26
4,"4,29,58,95",26
4,"4,29,58,96",26
4,"4,29,58,97",26
4,"4,29,58,98",26
4,"4,29,58,99",26
4,"5,11,28,59",26
4,"5,11,29,58",26
4,"5,11,30,57",26
4,"5,11,31,56",26
4,"5,12,28,59",26
4,"5,12,29,58",26
4,"5,12,30,57",26
4,"5,12,31,56",26
4,"5,13,28,59",26
4,"5,13,29,58",26
4,"5,13,30,57",26
4,"5,13,31,56",26
4,"5,13,32,55",26
4,"5,14,28,59",26
4,"5,14,29,58",26
4,"5,14,30,57",26
4,"5,14,31,56",26
4,"5,14,32,55",26
4,"5,15,28,59",26
4,"5,15,29,58",26
4,"5,15,30,57",26
4,"5,15,31,56",26
4,"5,15,32,55",26
4,"5,16,29,61",26
4,"5,16,30,61",26
4,"5,16,31,61",26
4,"5,16,32,61",26
4,"5,16,33,61",26
4,"5,16,34,61",26
4,"5,16,35,61",26
4,"5,18,34,64",26
4,"5,18,35,64",26
4,"5,18,36,64",26
4,"5,18,37,64",26
4,"5,20,38,67",26
4,"5,20,39,67",26
4,"5,21,38,66",26
4,"5,21,39,66",26
4,"5,28,59,91",26
4,"5,28,59,92",26
4,"5,28,59,93",26
4,"5,28,59,94",26
4,"5,28,59,95",26
4,"5,28,59,96",26
4,"5,28,59,97",26
4,"5,28,59,98",26
4,"5,28,59,99",26
4,"5,29,58,88",26
4,"5,29,58,89",26
4,"5,29,58,90",26
4,"5,29,58,91",26
4,"5,29,58,92",26
4,"5,29,58,93",26
4,"5,29,58,94",26
4,"5,29,58,95",26
4,"5,29,58,96",26
4,"5,29,58,97",26
4,"5,29,58,98",26
4,"5,29,58,99",26
4,"6,13,28,59",26
4,"6,13,29,58",26
4,"6,13,30,57",26
4,"6,13,31,56",26
4,"6,13,32,55",26
4,"6,14,28,59",26
4,"6,14,29,58",26
4,"6,14,30,57",26
4,"6,14,31,56",26
4,"6,14,32,55",26
4,"6,15,28,59",26
4,"6,15,29,58",26
4,"6,15,30,57",26
4,"6,15,31,56",26
4,"6,15,32,55",26
4,"6,16,29,61",26
4,"6,16,30,61",26
4,"6,16,31,61",26
4,"6,16,32,61",26
4,"6,16,33,61",26
4,"6,16,34,61",26
4,"6,16,35,61",26
4,"6,18,34,64",26
4,"6,18,35,64",26
4,"6,18,36,64",26
4,"6,18,37,64",26
4,"6,20,38,67",26
4,"6,20,39,67",26
4,"6,21,37,66",26
4,"6,21,38,66",26
4,"6,21,39,66",26
4,"6,22,39,65",26
4,"6,28,59,91",26
4,"6,28,59,92",26
4,"6,28,59,93",26
4,"6,28,59,94",26
4,"6,28,59,95",26
4,"6,28,59,96",26
4,"6,28,59,97",26
4,"6,28,59,98",26
4,"6,28,59,99",26
4,"6,29,58,88",26
4,"6,29,58,89",26
4,"6,29,58,90",26
4,"6,29,58,91",26
4,"6,29,58,92",26
4,"6,29,58,93",26
4,"6,29,58,94",26
4,"6,29,58,95",26
4,"6,29,58,96",26
4,"6,29,58,97",26
4,"6,29,58,98",26
4,"6,29,58,99",26
4,"6,30,57,85",26
4,"6,30,57,86",26
4,"6,30,57,87",26
4,"6,30,57,88",26
4,"6,30,57,89",26
4,"6,30,57,90",26
4,"6,30,57,91",26
4,"6,30,57,92",26
4,"6,30,57,93",26
4,"6,30,57,94",26
4,"6,30,57,95",26
4,"6,30,57,96",26
4,"6,30,57,97",26
4,"6,30,57,98",26
4,"6,30,57,99",26
4,"7,15,28,59",26
4,"7,15,29,58",26
4,"7,15,30,57",26
4,"7,15,31,56",26
4,"7,15,32,55",26
4,"7,16,28,59",26
4,"7,16,29,58",26
4,"7,16,30,57",26
4,"7,16,31,56",26
4,"7,16,32,55",26
4,"7,16,33,54",26
4,"7,18,34,64",26
4,"7,18,35,64",26
4,"7,18,36,64",26
4,"7,18,37,64",26
4,"7,20,38,67",26
4,"7,20,39,67",26
4,"7,21,37,66",26
4,"7,21,38,66",26
4,"7,21,39,66",26
4,"7,22,38,65",26
4,"7,22,39,65",26
4,"7,28,59,91",26
4,"7,28,59,92",26
4,"7,28,59,93",26
4,"7,28,59,94",26
4,"7,28,59,95",26
4,"7,28,59,96",26
4,"7,28,59,97",26
4,"7,28,59,98",26
4,"7,28,59,99",26
4,"7,29,58,88",26
4,"7,29,58,89",26
4,"7,29,58,90",26
4,"7,29,58,91",26
4,"7,29,58,92",26
4,"7,29,58,93",26
4,"7,29,58,94",26
4,"7,29,58,95",26
4,"7,29,58,96",26
4,"7,29,58,97",26
4,"7,29,58,98",26
4,"7,29,58,99",26
4,"7,30,57,85",26
4,"7,30,57,86",26
4,"7,30,57,87",26
4,"7,30,57,88",26
4,"7,30,57,89",26
4,"7,30,57,90",26
4,"7,30,57,91",26
4,"7,30,57,92",26
4,"7,30,57,93",26
4,"7,30,57,94",26
4,"7,30,57,95",26
4,"7,30,57,96",26
4,"7,30,57,97",26
4,"7,30,57,98",26
4,"7,30,57,99",26
4,"8,18,34,64",26
4,"8,18,35,64",26
4,"8,18,36,64",26
4,"8,18,37,64",26
4,"8,20,38,67",26
4,"8,20,39,67",26
4,"8,21,37,66",26
4,"8,21,38,66",26
4,"8,21,39,66",26
4,"8,22,37,65",26
4,"8,22,38,65",26
4,"8,22,39,65",26
4,"8,23,39,64",26
4,"8,28,59,91",26
4,"8,28,59,92",26
4,"8,28,59,93",26
4,"8,28,59,94",26
4,"8,28,59,95",26
4,"8,28,59,96",26
4,"8,28,59,97",26
4,"8,28,59,98",26
4,"8,28,59,99",26
4,"8,29,58,88",26
4,"8,29,58,89",26
4,"8,29,58,90",26
4,"8,29,58,91",26
4,"8,29,58,92",26
4,"8,29,58,93",26
4,"8,29,58,94",26
4,"8,29,58,95",26
4,"8,29,58,96",26
4,"8,29,58,97",26
4,"8,29,58,98",26
4,"8,29,58,99",26
4,"8,30,57,85",26
4,"8,30,57,86",26
4,"8,30,57,87",26
4,"8,30,57,88",26
4,"8,30,57,89",26
4,"8,30,57,90",26
4,"8,30,57,91",26
4,"8,30,57,92",26
4,"8,30,57,93",26
4,"8,30,57,94",26
4,"8,30,57,95",26
4,"8,30,57,96",26
4,"8,30,57,97",26
4,"8,30,57,98",26
4,"8,30,57,99",26
4,"9,20,38,67",26
4,"9,20,39,67",26
4,"9,21,37,66",26
4,"9,21,38,66",26
4,"9,21,39,66",26
4,"9,22,36,65",26
4,"9,22,37,65",26
4,"9,22,38,65",26
4,"9,22,39,65",26
4,"9,23,38,64",26
4,"9,23,39,64",26
4,"9,28,59,91",26
4,"9,28,59,92",26
4,"9,28,59,93",26
4,"9,28,59,94",26
4,"9,28,59,95",26
4,"9,28,59,96",26
4,"9,28,59,97",26
4,"9,28,59,98",26
4,"9,28,59,99",26
4,"9,29,58,88",26
4,"9,29,58,89",26
4,"9,29,58,90",26
4,"9,29,58,91",26
4,"9,29,58,92",26
4,"9,29,58,93",26
4,"9,29,58,94",26
4,"9,29,58,95",26
4,"9,29,58,96",26
4,"9,29,58,97",26
4,"9,29,58,98",26
4,"9,29,58,99",26
4,"9,30,57,85",26
4,"9,30,57,86",26
4,"9,30,57,87",26
4,"9,30,57,88",26
4,"9,30,57,89",26
4,"9,30,57,90",26
4,"9,30,57,91",26
4,"9,30,57,92",26
4,"9,30,57,93",26
4,"9,30,57,94",26
4,"9,30,57,95",26
4,"9,30,57,96",26
4,"9,30,57,97",26
4,"9,30,57,98",26
4,"9,30,57,99",26
4,"9,31,56,82",26
4,"9,31,56,83",26
4,"9,31,56,84",26
4,"9,31,56,85",26
4,"9,31,56,86",26
4,"9,31,56,87",26
4,"9,31,56,88",26
4,"9,31,56,89",26
4,"9,31,56,90",26
4,"9,31,56,91",26
4,"9,31,56,92",26
4,"9,31,56,93",26
4,"9,31,56,94",26
4,"9,31,56,95",26
4,"9,31,56,96",26
4,"9,31,56,97",26
4,"9,31,56,98",26
4,"9,31,56,99",26
4,"10,21,37,66",26
4,"10,21,38,66",26
4,"10,21,39,66",26
4,"10,22,35,65",26
4,"10,22,36,65",26
4,"10,22,37,65",26
4,"10,22,38,65",26
4,"10,22,39,65",26
4,"10,23,37,64",26
4,"10,23,38,64",26
4,"10,23,39,64",26
4,"10,24,39,63",26
4,"10,28,59,91",26
4,"10,28,59,92",26
4,"10,28,59,93",26
4,"10,28,59,94",26
4,"10,28,59,95",26
4,"10,28,59,96",26
4,"10,28,59,97",26
4,"10,28,59,98",26
4,"10,28,59,99",26
4,"10,29,58,88",26
4,"10,29,58,89",26
4,"10,29,58,90",26
4,"10,29,58,91",26
4,"10,29,58,92",26
4,"10,29,58,93",26
4,"10,29,58,94",26
4,"10,29,58,95",26
4,"10,29,58,96",26
4,"10,29,58,97",26
4,"10,29,58,98",26
4,"10,29,58,99",26
4,"10,30,57,85",26
4,"10,30,57,86",26
4,"10,30,57,87",26
4,"10,30,57,88",26
4,"10,30,57,89",26
4,"10,30,57,90",26
4,"10,30,57,91",26
4,"10,30,57,92",26
4,"10,30,57,93",26
4,"10,30,57,94",26
4,"10,30,57,95",26
4,"10,30,57,96",26
4,"10,30,57,97",26
4,"10,30,57,98",26
4,"10,30,57,99",26
4,"10,31,56,82",26
4,"10,31,56,83",26
4,"10,31,56,84",26
4,"10,31,56,85",26
4,"10,31,56,86",26
4,"10,31,56,87",26
4,"10,31,56,88",26
4,"10,31,56,89",26
4,"10,31,56,90",26
4,"10,31,56,91",26
4,"10,31,56,92",26
4,"10,31,56,93",26
4,"10,31,56,94",26
4,"10,31,56,95",26
4,"10,31,56,96",26
4,"10,31,56,97",26
4,"10,31,56,98",26
4,"10,31,56,99",26
4,"11,23,36,64",26
4,"11,23,37,64",26
4,"11,23,38,64",26
4,"11,23,39,64",26
4,"11,24,38,63",26
4,"11,24,39,63",26
4,"11,28,59,91",26
4,"11,28,59,92",26
4,"11,28,59,93",26
4,"11,28,59,94",26
4,"11,28,59,95",26
4,"11,28,59,96",26
4,"11,28,59,97",26
4,"11,28,59,98",26
4,"11,28,59,99",26
4,"11,29,58,88",26
4,"11,29,58,89",26
4,"11,29,58,90",26
4,"11,29,58,91",26
4,"11,29,58,92",26
4,"11,29,58,93",26
4,"11,29,58,94",26
4,"11,29,58,95",26
4,"11,29,58,96",26
4,"11,29,58,97",26
4,"11,29,58,98",26
4,"11,29,58,99",26
4,"11,30,57,85",26
4,"11,30,57,86",26
4,"11,30,57,87",26
4,"11,30,57,88",26
4,"11,30,57,89",26
4,"11,30,57,90",26
4,"11,30,57,91",26
4,"11,30,57,92",26
4,"11,30,57,93",26
4,"11,30,57,94",26
4,"11,30,57,95",26
4,"11,30,57,96",26
4,"11,30,57,97",26
4,"11,30,57,98",26
4,"11,30,57,99",26
4,"11,31,56,82",26
4,"11,31,56,83",26
4,"11,31,56,84",26
4,"11,31,56,85",26
4,"11,31,56,86",26
4,"11,31,56,87",26
4,"11,31,56,88",26
4,"11,31,56,89",26
4,"11,31,56,90",26
4,"11,31,56,91",26
4,"11,31,56,92",26
4,"11,31,56,93",26
4,"11,31,56,94",26
4,"11,31,56,95",26
4,"11,31,56,96",26
4,"11,31,56,97",26
4,"11,31,56,98",26
4,"11,31,56,99",26
4,"12,25,39,62",26
4,"12,28,59,91",26
4,"12,28,59,92",26
4,"12,28,59,93",26
4,"12,28,59,94",26
4,"12,28,59,95",26
4,"12,28,59,96",26
4,"12,28,59,97",26
4,"12,28,59,98",26
4,"12,28,59,99",26
4,"12,29,58,88",26
4,"12,29,58,89",26
4,"12,29,58,90",26
4,"12,29,58,91",26
4,"12,29,58,92",26
4,"12,29,58,93",26
4,"12,29,58,94",26
4,"12,29,58,95",26
4,"12,29,58,96",26
4,"12,29,58,97",26
4,"12,29,58,98",26
4,"12,29,58,99",26
4,"12,30,57,85",26
4,"12,30,57,86",26
4,"12,30,57,87",26
4,"12,30,57,88",26
4,"12,30,57,89",26
4,"12,30,57,90",26
4,"12,30,57,91",26
4,"12,30,57,92",26
4,"12,30,57,93",26
4,"12,30,57,94",26
4,"12,30,57,95",26
4,"12,30,57,96",26
4,"12,30,57,97",26
4,"12,30,57,98",26
4,"12,30,57,99",26
4,"12,31,56,82",26
4,"12,31,56,83",26
4,"12,31,56,84",26
4,"12,31,56,85",26
4,"12,31,56,86",26
4,"12,31,56,87",26
4,"12,31,56,88",26
4,"12,31,56,89",26
4,"12,31,56,90",26
4,"12,31,56,91",26
4,"12,31,56,92",26
4,"12,31,56,93",26
4,"12,31,56,94",26
4,"12,31,56,95",26
4,"12,31,56,96",26
4,"12,31,56,97",26
4,"12,31,56,98",26
4,"12,31,56,99",26
4,"13,28,59,91",26
4,"13,28,59,92",26
4,"13,28,59,93",26
4,"13,28,59,94",26
4,"13,28,59,95",26
4,"13,28,59,96",26
4,"13,28,59,97",26
4,"13,28,59,98",26
4,"13,28,59,99",26
4,"13,29,58,88",26
4,"13,29,58,89",26
4,"13,29,58,90",26
4,"13,29,58,91",26
4,"13,29,58,92",26
4,"13,29,58,93",26
4,"13,29,58,94",26
4,"13,29,58,95",26
4,"13,29,58,96",26
4,"13,29,58,97",26
4,"13,29,58,98",26
4,"13,29,58,99",26
4,"13,30,57,85",26
4,"13,30,57,86",26
4,"13,30,57,87",26
4,"13,30,57,88",26
