Number of Stops,Stops,Wheat Delivered (kg)
4,"7,22,52,90",52
4,"7,22,52,91",52
4,"7,22,52,92",52
4,"7,22,52,93",52
4,"7,22,52,94",52
4,"7,22,52,95",52
4,"7,22,52,96",52
4,"7,22,52,97",52
4,"7,22,52,98",52
4,"7,22,52,99",52
4,"8,19,31,52",52
4,"8,19,32,52",52
4,"8,19,33,52",52
4,"8,19,34,52",52
4,"8,19,35,52",52
4,"8,19,52,86",52
4,"8,19,52,87",52
4,"8,19,52,88",52
4,"8,19,52,89",52
4,"8,19,52,90",52
4,"8,19,52,91",52
4,"8,19,52,92",52
4,"8,19,52,93",52
4,"8,19,52,94",52
4,"8,19,52,95",52
4,"8,19,52,96",52
4,"8,19,52,97",52
4,"8,19,52,98",52
4,"8,19,52,99",52
4,"8,20,33,52",52
4,"8,20,33,54",52
4,"8,20,34,52",52
4,"8,20,34,54",52
4,"8,20,35,52",52
4,"8,20,35,54",52
4,"8,20,36,54",52
4,"8,20,52,85",52
4,"8,20,52,86",52
4,"8,20,52,87",52
4,"8,20,52,88",52
4,"8,20,52,89",52
4,"8,20,52,90",52
4,"8,20,52,91",52
4,"8,20,52,92",52
4,"8,20,52,93",52
4,"8,20,52,94",52
4,"8,20,52,95",52
4,"8,20,52,96",52
4,"8,20,52,97",52
4,"8,20,52,98",52
4,"8,20,52,99",52
4,"8,20,54,89",52
4,"8,20,54,90",52
4,"8,20,54,91",52
4,"8,20,54,92",52
4,"8,20,54,93",52
4,"8,20,54,94",52
4,"8,20,54,95",52
4,"8,20,54,96",52
4,"8,20,54,97",52
4,"8,20,54,98",52
4,"8,20,54,99",52
4,"8,21,35,52",52
4,"8,21,35,53",52
4,"8,21,36,52",52
4,"8,21,36,53",52
4,"8,21,52,84",52
4,"8,21,52,85",52
4,"8,21,52,86",52
4,"8,21,52,87",52
4,"8,21,52,88",52
4,"8,21,52,89",52
4,"8,21,52,90",52
4,"8,21,52,91",52
4,"8,21,52,92",52
4,"8,21,52,93",52
4,"8,21,52,94",52
4,"8,21,52,95",52
4,"8,21,52,96",52
4,"8,21,52,97",52
4,"8,21,52,98",52
4,"8,21,52,99",52
4,"8,21,53,86",52
4,"8,21,53,87",52
4,"8,21,53,88",52
4,"8,21,53,89",52
4,"8,21,53,90",52
4,"8,21,53,91",52
4,"8,21,53,92",52
4,"8,21,53,93",52
4,"8,21,53,94",52
4,"8,21,53,95",52
4,"8,21,53,96",52
4,"8,21,53,97",52
4,"8,21,53,98",52
4,"8,21,53,99",52
4,"8,22,52,83",52
4,"8,22,52,84",52
4,"8,22,52,85",52
4,"8,22,52,86",52
4,"8,22,52,87",52
4,"8,22,52,88",52
4,"8,22,52,89",52
4,"8,22,52,90",52
4,"8,22,52,91",52
4,"8,22,52,92",52
4,"8,22,52,93",52
4,"8,22,52,94",52
4,"8,22,52,95",52
4,"8,22,52,96",52
4,"8,22,52,97",52
4,"8,22,52,98",52
4,"8,22,52,99",52
4,"9,19,30,52",52
4,"9,19,31,52",52
4,"9,19,32,52",52
4,"9,19,33,52",52
4,"9,19,34,52",52
4,"9,19,35,52",52
4,"9,19,52,86",52
4,"9,19,52,87",52
4,"9,19,52,88",52
4,"9,19,52,89",52
4,"9,19,52,90",52
4,"9,19,52,91",52
4,"9,19,52,92",52
4,"9,19,52,93",52
4,"9,19,52,94",52
4,"9,19,52,95",52
4,"9,19,52,96",52
4,"9,19,52,97",52
4,"9,19,52,98",52
4,"9,19,52,99",52
4,"9,20,32,52",52
4,"9,20,32,54",52
4,"9,20,33,52",52
4,"9,20,33,54",52
4,"9,20,34,52",52
4,"9,20,34,54",52
4,"9,20,35,52",52
4,"9,20,35,54",52
4,"9,20,36,54",52
4,"9,20,52,85",52
4,"9,20,52,86",52
4,"9,20,52,87",52
4,"9,20,52,88",52
4,"9,20,52,89",52
4,"9,20,52,90",52
4,"9,20,52,91",52
4,"9,20,52,92",52
4,"9,20,52,93",52
4,"9,20,52,94",52
4,"9,20,52,95",52
4,"9,20,52,96",52
4,"9,20,52,97",52
4,"9,20,52,98",52
4,"9,20,52,99",52
4,"9,20,54,89",52
4,"9,20,54,90",52
4,"9,20,54,91",52
4,"9,20,54,92",52
4,"9,20,54,93",52
4,"9,20,54,94",52
4,"9,20,54,95",52
4,"9,20,54,96",52
4,"9,20,54,97",52
4,"9,20,54,98",52
4,"9,20,54,99",52
4,"9,21,34,52",52
4,"9,21,34,53",52
4,"9,21,35,52",52
4,"9,21,35,53",52
4,"9,21,36,52",52
4,"9,21,36,53",52
4,"9,21,52,84",52
4,"9,21,52,85",52
4,"9,21,52,86",52
4,"9,21,52,87",52
4,"9,21,52,88",52
4,"9,21,52,89",52
4,"9,21,52,90",52
4,"9,21,52,91",52
4,"9,21,52,92",52
4,"9,21,52,93",52
4,"9,21,52,94",52
4,"9,21,52,95",52
4,"9,21,52,96",52
4,"9,21,52,97",52
4,"9,21,52,98",52
4,"9,21,52,99",52
4,"9,21,53,86",52
4,"9,21,53,87",52
4,"9,21,53,88",52
4,"9,21,53,89",52
4,"9,21,53,90",52
4,"9,21,53,91",52
4,"9,21,53,92",52
4,"9,21,53,93",52
4,"9,21,53,94",52
4,"9,21,53,95",52
4,"9,21,53,96",52
4,"9,21,53,97",52
4,"9,21,53,98",52
4,"9,21,53,99",52
4,"9,22,36,52",52
4,"9,22,52,83",52
4,"9,22,52,84",52
4,"9,22,52,85",52
4,"9,22,52,86",52
4,"9,22,52,87",52
4,"9,22,52,88",52
4,"9,22,52,89",52
4,"9,22,52,90",52
4,"9,22,52,91",52
4,"9,22,52,92",52
4,"9,22,52,93",52
4,"9,22,52,94",52
4,"9,22,52,95",52
4,"9,22,52,96",52
4,"9,22,52,97",52
4,"9,22,52,98",52
4,"9,22,52,99",52
4,"10,21,33,52",52
4,"10,21,33,53",52
4,"10,21,34,52",52
4,"10,21,34,53",52
4,"10,21,35,52",52
4,"10,21,35,53",52
4,"10,21,36,52",52
4,"10,21,36,53",52
4,"10,21,52,84",52
4,"10,21,52,85",52
4,"10,21,52,86",52
4,"10,21,52,87",52
4,"10,21,52,88",52
4,"10,21,52,89",52
4,"10,21,52,90",52
4,"10,21,52,91",52
4,"10,21,52,92",52
4,"10,21,52,93",52
4,"10,21,52,94",52
4,"10,21,52,95",52
4,"10,21,52,96",52
4,"10,21,52,97",52
4,"10,21,52,98",52
4,"10,21,52,99",52
4,"10,21,53,86",52
4,"10,21,53,87",52
4,"10,21,53,88",52
4,"10,21,53,89",52
4,"10,21,53,90",52
4,"10,21,53,91",52
4,"10,21,53,92",52
4,"10,21,53,93",52
4,"10,21,53,94",52
4,"10,21,53,95",52
4,"10,21,53,96",52
4,"10,21,53,97",52
4,"10,21,53,98",52
4,"10,21,53,99",52
4,"10,22,35,52",52
4,"10,22,36,52",52
4,"10,22,52,83",52
4,"10,22,52,84",52
4,"10,22,52,85",52
4,"10,22,52,86",52
4,"10,22,52,87",52
4,"10,22,52,88",52
4,"10,22,52,89",52
4,"10,22,52,90",52
4,"10,22,52,91",52
4,"10,22,52,92",52
4,"10,22,52,93",52
4,"10,22,52,94",52
4,"10,22,52,95",52
4,"10,22,52,96",52
4,"10,22,52,97",52
4,"10,22,52,98",52
4,"10,22,52,99",52
2,"18,51",51
2,"19,51",51
2,"19,53",51
2,"20,51",51
2,"21,51",51
2,"22,51",51
2,"23,51",51
3,"1,18,51",51
3,"1,19,51",51
3,"1,19,53",51
3,"1,20,51",51
3,"1,21,51",51
3,"1,22,51",51
3,"1,23,51",51
3,"2,18,51",51
3,"2,19,51",51
3,"2,19,53",51
3,"2,20,51",51
3,"2,21,51",51
3,"2,22,51",51
3,"2,23,51",51
3,"3,18,51",51
3,"3,19,51",51
3,"3,19,53",51
3,"3,20,51",51
3,"3,21,51",51
3,"3,22,51",51
3,"3,23,51",51
3,"4,18,51",51
3,"4,19,51",51
3,"4,19,53",51
3,"4,20,51",51
3,"4,21,51",51
3,"4,22,51",51
3,"4,23,51",51
3,"5,18,51",51
3,"5,19,51",51
3,"5,19,53",51
3,"5,20,51",51
3,"5,21,51",51
3,"5,22,51",51
3,"5,23,51",51
3,"6,18,51",51
3,"6,19,51",51
3,"6,19,53",51
3,"6,20,51",51
3,"6,21,51",51
3,"6,22,51",51
3,"6,23,51",51
3,"7,18,51",51
3,"7,19,51",51
3,"7,19,53",51
3,"7,20,51",51
3,"7,21,51",51
3,"7,22,51",51
3,"7,23,51",51
3,"8,18,51",51
3,"8,19,51",51
3,"8,19,53",51
3,"8,20,51",51
3,"8,21,51",51
3,"8,22,51",51
3,"8,23,51",51
3,"9,19,51",51
3,"9,19,53",51
3,"9,20,51",51
3,"9,21,51",51
3,"9,22,51",51
3,"9,23,51",51
3,"10,21,51",51
3,"10,22,51",51
3,"10,23,51",51
3,"11,23,51",51
3,"18,51,85",51
3,"18,51,86",51
3,"18,51,87",51
3,"18,51,88",51
3,"18,51,89",51
3,"18,51,90",51
3,"18,51,91",51
3,"18,51,92",51
3,"18,51,93",51
3,"18,51,94",51
3,"18,51,95",51
3,"18,51,96",51
3,"18,51,97",51
3,"18,51,98",51
3,"18,51,99",51
3,"19,51,84",51
3,"19,51,85",51
3,"19,51,86",51
3,"19,51,87",51
3,"19,51,88",51
3,"19,51,89",51
3,"19,51,90",51
3,"19,51,91",51
3,"19,51,92",51
3,"19,51,93",51
3,"19,51,94",51
3,"19,51,95",51
3,"19,51,96",51
3,"19,51,97",51
3,"19,51,98",51
3,"19,51,99",51
3,"19,53,88",51
3,"19,53,89",51
3,"19,53,90",51
3,"19,53,91",51
3,"19,53,92",51
3,"19,53,93",51
3,"19,53,94",51
3,"19,53,95",51
3,"19,53,96",51
3,"19,53,97",51
3,"19,53,98",51
3,"19,53,99",51
3,"20,51,83",51
3,"20,51,84",51
3,"20,51,85",51
3,"20,51,86",51
3,"20,51,87",51
3,"20,51,88",51
3,"20,51,89",51
3,"20,51,90",51
3,"20,51,91",51
3,"20,51,92",51
3,"20,51,93",51
3,"20,51,94",51
3,"20,51,95",51
3,"20,51,96",51
3,"20,51,97",51
3,"20,51,98",51
3,"20,51,99",51
3,"21,51,82",51
3,"21,51,83",51
3,"21,51,84",51
3,"21,51,85",51
3,"21,51,86",51
3,"21,51,87",51
3,"21,51,88",51
3,"21,51,89",51
3,"21,51,90",51
3,"21,51,91",51
3,"21,51,92",51
3,"21,51,93",51
3,"21,51,94",51
3,"21,51,95",51
3,"21,51,96",51
3,"21,51,97",51
3,"21,51,98",51
3,"21,51,99",51
3,"22,51,81",51
3,"22,51,82",51
3,"22,51,83",51
3,"22,51,84",51
3,"22,51,85",51
3,"22,51,86",51
3,"22,51,87",51
3,"22,51,88",51
3,"22,51,89",51
3,"22,51,90",51
3,"22,51,91",51
3,"22,51,92",51
3,"22,51,93",51
3,"22,51,94",51
3,"22,51,95",51
3,"22,51,96",51
3,"22,51,97",51
3,"22,51,98",51
3,"22,51,99",51
3,"23,51,80",51
3,"23,51,81",51
3,"23,51,82",51
3,"23,51,83",51
3,"23,51,84",51
3,"23,51,85",51
3,"23,51,86",51
3,"23,51,87",51
3,"23,51,88",51
3,"23,51,89",51
3,"23,51,90",51
3,"23,51,91",51
3,"23,51,92",51
3,"23,51,93",51
3,"23,51,94",51
3,"23,51,95",51
3,"23,51,96",51
3,"23,51,97",51
3,"23,51,98",51
3,"23,51,99",51
4,"1,3,18,51",51
4,"1,3,19,51",51
4,"1,3,19,53",51
4,"1,3,20,51",51
4,"1,3,21,51",51
4,"1,3,22,51",51
4,"1,3,23,51",51
4,"1,4,18,51",51
4,"1,4,19,51",51
4,"1,4,19,53",51
4,"1,4,20,51",51
4,"1,4,21,51",51
4,"1,4,22,51",51
4,"1,4,23,51",51
4,"1,5,18,51",51
4,"1,5,19,51",51
4,"1,5,19,53",51
4,"1,5,20,51",51
4,"1,5,21,51",51
4,"1,5,22,51",51
4,"1,5,23,51",51
4,"1,6,18,51",51
4,"1,6,19,51",51
4,"1,6,19,53",51
4,"1,6,20,51",51
4,"1,6,21,51",51
4,"1,6,22,51",51
4,"1,6,23,51",51
4,"1,7,18,51",51
4,"1,7,19,51",51
4,"1,7,19,53",51
4,"1,7,20,51",51
4,"1,7,21,51",51
4,"1,7,22,51",51
4,"1,7,23,51",51
4,"1,8,18,51",51
4,"1,8,19,51",51
4,"1,8,19,53",51
4,"1,8,20,51",51
4,"1,8,21,51",51
4,"1,8,22,51",51
4,"1,8,23,51",51
4,"1,9,18,51",51
4,"1,9,19,51",51
4,"1,9,19,53",51
4,"1,9,20,51",51
4,"1,9,21,51",51
4,"1,9,22,51",51
4,"1,9,23,51",51
4,"1,10,20,51",51
4,"1,10,21,51",51
4,"1,10,22,51",51
4,"1,10,23,51",51
4,"1,11,22,51",51
4,"1,11,23,51",51
4,"1,18,51,85",51
4,"1,18,51,86",51
4,"1,18,51,87",51
4,"1,18,51,88",51
4,"1,18,51,89",51
4,"1,18,51,90",51
4,"1,18,51,91",51
4,"1,18,51,92",51
4,"1,18,51,93",51
4,"1,18,51,94",51
4,"1,18,51,95",51
4,"1,18,51,96",51
4,"1,18,51,97",51
4,"1,18,51,98",51
4,"1,18,51,99",51
4,"1,19,51,84",51
4,"1,19,51,85",51
4,"1,19,51,86",51
4,"1,19,51,87",51
4,"1,19,51,88",51
4,"1,19,51,89",51
4,"1,19,51,90",51
4,"1,19,51,91",51
4,"1,19,51,92",51
4,"1,19,51,93",51
4,"1,19,51,94",51
4,"1,19,51,95",51
4,"1,19,51,96",51
4,"1,19,51,97",51
4,"1,19,51,98",51
4,"1,19,51,99",51
4,"1,19,53,88",51
4,"1,19,53,89",51
4,"1,19,53,90",51
4,"1,19,53,91",51
4,"1,19,53,92",51
4,"1,19,53,93",51
4,"1,19,53,94",51
4,"1,19,53,95",51
4,"1,19,53,96",51
4,"1,19,53,97",51
4,"1,19,53,98",51
4,"1,19,53,99",51
4,"1,20,51,83",51
4,"1,20,51,84",51
4,"1,20,51,85",51
4,"1,20,51,86",51
4,"1,20,51,87",51
4,"1,20,51,88",51
4,"1,20,51,89",51
4,"1,20,51,90",51
4,"1,20,51,91",51
4,"1,20,51,92",51
4,"1,20,51,93",51
4,"1,20,51,94",51
4,"1,20,51,95",51
4,"1,20,51,96",51
4,"1,20,51,97",51
4,"1,20,51,98",51
4,"1,20,51,99",51
4,"1,21,51,82",51
4,"1,21,51,83",51
4,"1,21,51,84",51
4,"1,21,51,85",51
4,"1,21,51,86",51
4,"1,21,51,87",51
4,"1,21,51,88",51
4,"1,21,51,89",51
4,"1,21,51,90",51
4,"1,21,51,91",51
4,"1,21,51,92",51
4,"1,21,51,93",51
4,"1,21,51,94",51
4,"1,21,51,95",51
4,"1,21,51,96",51
4,"1,21,51,97",51
4,"1,21,51,98",51
4,"1,21,51,99",51
4,"1,22,51,81",51
4,"1,22,51,82",51
4,"1,22,51,83",51
4,"1,22,51,84",51
4,"1,22,51,85",51
4,"1,22,51,86",51
4,"1,22,51,87",51
4,"1,22,51,88",51
4,"1,22,51,89",51
4,"1,22,51,90",51
4,"1,22,51,91",51
4,"1,22,51,92",51
4,"1,22,51,93",51
4,"1,22,51,94",51
4,"1,22,51,95",51
4,"1,22,51,96",51
4,"1,22,51,97",51
4,"1,22,51,98",51
4,"1,22,51,99",51
4,"1,23,51,80",51
4,"1,23,51,81",51
4,"1,23,51,82",51
4,"1,23,51,83",51
4,"1,23,51,84",51
4,"1,23,51,85",51
4,"1,23,51,86",51
4,"1,23,51,87",51
4,"1,23,51,88",51
4,"1,23,51,89",51
4,"1,23,51,90",51
4,"1,23,51,91",51
4,"1,23,51,92",51
4,"1,23,51,93",51
4,"1,23,51,94",51
4,"1,23,51,95",51
4,"1,23,51,96",51
4,"1,23,51,97",51
4,"1,23,51,98",51
4,"1,23,51,99",51
4,"2,5,18,51",51
4,"2,5,19,51",51
4,"2,5,19,53",51
4,"2,5,20,51",51
4,"2,5,21,51",51
4,"2,5,22,51",51
4,"2,5,23,51",51
4,"2,6,18,51",51
4,"2,6,19,51",51
4,"2,6,19,53",51
4,"2,6,20,51",51
4,"2,6,21,51",51
4,"2,6,22,51",51
4,"2,6,23,51",51
4,"2,7,18,51",51
4,"2,7,19,51",51
4,"2,7,19,53",51
4,"2,7,20,51",51
4,"2,7,21,51",51
4,"2,7,22,51",51
4,"2,7,23,51",51
4,"2,8,18,51",51
4,"2,8,19,51",51
4,"2,8,19,53",51
4,"2,8,20,51",51
4,"2,8,21,51",51
4,"2,8,22,51",51
4,"2,8,23,51",51
4,"2,9,18,51",51
4,"2,9,19,51",51
4,"2,9,19,53",51
4,"2,9,20,51",51
4,"2,9,21,51",51
4,"2,9,22,51",51
4,"2,9,23,51",51
4,"2,10,19,51",51
4,"2,10,19,53",51
4,"2,10,20,51",51
4,"2,10,21,51",51
4,"2,10,22,51",51
4,"2,10,23,51",51
4,"2,11,21,51",51
4,"2,11,22,51",51
4,"2,11,23,51",51
4,"2,12,23,51",51
4,"2,18,51,85",51
4,"2,18,51,86",51
4,"2,18,51,87",51
4,"2,18,51,88",51
4,"2,18,51,89",51
4,"2,18,51,90",51
4,"2,18,51,91",51
4,"2,18,51,92",51
4,"2,18,51,93",51
4,"2,18,51,94",51
4,"2,18,51,95",51
4,"2,18,51,96",51
4,"2,18,51,97",51
4,"2,18,51,98",51
4,"2,18,51,99",51
4,"2,19,51,84",51
4,"2,19,51,85",51
4,"2,19,51,86",51
4,"2,19,51,87",51
4,"2,19,51,88",51
4,"2,19,51,89",51
4,"2,19,51,90",51
4,"2,19,51,91",51
4,"2,19,51,92",51
4,"2,19,51,93",51
4,"2,19,51,94",51
4,"2,19,51,95",51
4,"2,19,51,96",51
4,"2,19,51,97",51
4,"2,19,51,98",51
4,"2,19,51,99",51
4,"2,19,53,88",51
4,"2,19,53,89",51
4,"2,19,53,90",51
4,"2,19,53,91",51
4,"2,19,53,92",51
4,"2,19,53,93",51
4,"2,19,53,94",51
4,"2,19,53,95",51
4,"2,19,53,96",51
4,"2,19,53,97",51
4,"2,19,53,98",51
4,"2,19,53,99",51
4,"2,20,51,83",51
4,"2,20,51,84",51
4,"2,20,51,85",51
4,"2,20,51,86",51
4,"2,20,51,87",51
4,"2,20,51,88",51
4,"2,20,51,89",51
4,"2,20,51,90",51
4,"2,20,51,91",51
4,"2,20,51,92",51
4,"2,20,51,93",51
4,"2,20,51,94",51
4,"2,20,51,95",51
4,"2,20,51,96",51
4,"2,20,51,97",51
4,"2,20,51,98",51
4,"2,20,51,99",51
4,"2,21,51,82",51
4,"2,21,51,83",51
4,"2,21,51,84",51
4,"2,21,51,85",51
4,"2,21,51,86",51
4,"2,21,51,87",51
4,"2,21,51,88",51
4,"2,21,51,89",51
4,"2,21,51,90",51
4,"2,21,51,91",51
4,"2,21,51,92",51
4,"2,21,51,93",51
4,"2,21,51,94",51
4,"2,21,51,95",51
4,"2,21,51,96",51
4,"2,21,51,97",51
4,"2,21,51,98",51
4,"2,21,51,99",51
4,"2,22,51,81",51
4,"2,22,51,82",51
4,"2,22,51,83",51
4,"2,22,51,84",51
4,"2,22,51,85",51
4,"2,22,51,86",51
4,"2,22,51,87",51
4,"2,22,51,88",51
4,"2,22,51,89",51
4,"2,22,51,90",51
4,"2,22,51,91",51
4,"2,22,51,92",51
4,"2,22,51,93",51
4,"2,22,51,94",51
4,"2,22,51,95",51
4,"2,22,51,96",51
4,"2,22,51,97",51
4,"2,22,51,98",51
4,"2,22,51,99",51
4,"2,23,51,80",51
4,"2,23,51,81",51
4,"2,23,51,82",51
4,"2,23,51,83",51
4,"2,23,51,84",51
4,"2,23,51,85",51
4,"2,23,51,86",51
4,"2,23,51,87",51
4,"2,23,51,88",51
4,"2,23,51,89",51
4,"2,23,51,90",51
4,"2,23,51,91",51
4,"2,23,51,92",51
4,"2,23,51,93",51
4,"2,23,51,94",51
4,"2,23,51,95",51
4,"2,23,51,96",51
4,"2,23,51,97",51
4,"2,23,51,98",51
4,"2,23,51,99",51
4,"3,7,18,51",51
4,"3,7,19,51",51
4,"3,7,19,53",51
4,"3,7,20,51",51
4,"3,7,21,51",51
4,"3,7,22,51",51
4,"3,7,23,51",51
4,"3,8,18,51",51
4,"3,8,19,51",51
4,"3,8,19,53",51
4,"3,8,20,51",51
4,"3,8,21,51",51
4,"3,8,22,51",51
4,"3,8,23,51",51
4,"3,9,18,51",51
4,"3,9,19,51",51
4,"3,9,19,53",51
4,"3,9,20,51",51
4,"3,9,21,51",51
4,"3,9,22,51",51
4,"3,9,23,51",51
4,"3,10,18,51",51
4,"3,10,19,51",51
4,"3,10,19,53",51
4,"3,10,20,51",51
4,"3,10,21,51",51
4,"3,10,22,51",51
4,"3,10,23,51",51
4,"3,11,20,51",51
4,"3,11,21,51",51
4,"3,11,22,51",51
4,"3,11,23,51",51
4,"3,12,22,51",51
4,"3,12,23,51",51
4,"3,18,34,51",51
4,"3,18,51,85",51
4,"3,18,51,86",51
4,"3,18,51,87",51
4,"3,18,51,88",51
4,"3,18,51,89",51
4,"3,18,51,90",51
4,"3,18,51,91",51
4,"3,18,51,92",51
4,"3,18,51,93",51
4,"3,18,51,94",51
4,"3,18,51,95",51
4,"3,18,51,96",51
4,"3,18,51,97",51
4,"3,18,51,98",51
4,"3,18,51,99",51
4,"3,19,51,84",51
4,"3,19,51,85",51
4,"3,19,51,86",51
4,"3,19,51,87",51
4,"3,19,51,88",51
4,"3,19,51,89",51
4,"3,19,51,90",51
4,"3,19,51,91",51
4,"3,19,51,92",51
4,"3,19,51,93",51
4,"3,19,51,94",51
4,"3,19,51,95",51
4,"3,19,51,96",51
4,"3,19,51,97",51
4,"3,19,51,98",51
4,"3,19,51,99",51
4,"3,19,53,88",51
4,"3,19,53,89",51
4,"3,19,53,90",51
4,"3,19,53,91",51
4,"3,19,53,92",51
4,"3,19,53,93",51
4,"3,19,53,94",51
4,"3,19,53,95",51
4,"3,19,53,96",51
4,"3,19,53,97",51
4,"3,19,53,98",51
4,"3,19,53,99",51
4,"3,20,51,83",51
4,"3,20,51,84",51
4,"3,20,51,85",51
4,"3,20,51,86",51
4,"3,20,51,87",51
4,"3,20,51,88",51
4,"3,20,51,89",51
4,"3,20,51,90",51
4,"3,20,51,91",51
4,"3,20,51,92",51
4,"3,20,51,93",51
4,"3,20,51,94",51
4,"3,20,51,95",51
4,"3,20,51,96",51
4,"3,20,51,97",51
4,"3,20,51,98",51
4,"3,20,51,99",51
4,"3,21,51,82",51
4,"3,21,51,83",51
4,"3,21,51,84",51
4,"3,21,51,85",51
4,"3,21,51,86",51
4,"3,21,51,87",51
4,"3,21,51,88",51
4,"3,21,51,89",51
4,"3,21,51,90",51
4,"3,21,51,91",51
4,"3,21,51,92",51
4,"3,21,51,93",51
4,"3,21,51,94",51
4,"3,21,51,95",51
4,"3,21,51,96",51
4,"3,21,51,97",51
4,"3,21,51,98",51
4,"3,21,51,99",51
4,"3,22,51,81",51
4,"3,22,51,82",51
4,"3,22,51,83",51
4,"3,22,51,84",51
4,"3,22,51,85",51
4,"3,22,51,86",51
4,"3,22,51,87",51
4,"3,22,51,88",51
4,"3,22,51,89",51
4,"3,22,51,90",51
4,"3,22,51,91",51
4,"3,22,51,92",51
4,"3,22,51,93",51
4,"3,22,51,94",51
4,"3,22,51,95",51
4,"3,22,51,96",51
4,"3,22,51,97",51
4,"3,22,51,98",51
4,"3,22,51,99",51
4,"3,23,51,80",51
4,"3,23,51,81",51
4,"3,23,51,82",51
4,"3,23,51,83",51
4,"3,23,51,84",51
4,"3,23,51,85",51
4,"3,23,51,86",51
4,"3,23,51,87",51
4,"3,23,51,88",51
4,"3,23,51,89",51
4,"3,23,51,90",51
4,"3,23,51,91",51
4,"3,23,51,92",51
4,"3,23,51,93",51
4,"3,23,51,94",51
4,"3,23,51,95",51
4,"3,23,51,96",51
4,"3,23,51,97",51
4,"3,23,51,98",51
4,"3,23,51,99",51
4,"4,9,18,51",51
4,"4,9,19,51",51
4,"4,9,19,53",51
4,"4,9,20,51",51
4,"4,9,21,51",51
4,"4,9,22,51",51
4,"4,9,23,51",51
4,"4,10,18,51",51
4,"4,10,19,51",51
4,"4,10,19,53",51
4,"4,10,20,51",51
4,"4,10,21,51",51
4,"4,10,22,51",51
4,"4,10,23,51",51
4,"4,11,19,51",51
4,"4,11,19,53",51
4,"4,11,20,51",51
4,"4,11,21,51",51
4,"4,11,22,51",51
4,"4,11,23,51",51
4,"4,12,21,51",51
4,"4,12,22,51",51
4,"4,12,23,51",51
4,"4,13,23,51",51
4,"4,18,33,51",51
4,"4,18,34,51",51
4,"4,18,51,85",51
4,"4,18,51,86",51
4,"4,18,51,87",51
4,"4,18,51,88",51
4,"4,18,51,89",51
4,"4,18,51,90",51
4,"4,18,51,91",51
4,"4,18,51,92",51
4,"4,18,51,93",51
4,"4,18,51,94",51
4,"4,18,51,95",51
4,"4,18,51,96",51
4,"4,18,51,97",51
4,"4,18,51,98",51
4,"4,18,51,99",51
4,"4,19,35,53",51
4,"4,19,51,84",51
4,"4,19,51,85",51
4,"4,19,51,86",51
4,"4,19,51,87",51
4,"4,19,51,88",51
4,"4,19,51,89",51
4,"4,19,51,90",51
4,"4,19,51,91",51
4,"4,19,51,92",51
4,"4,19,51,93",51
4,"4,19,51,94",51
4,"4,19,51,95",51
4,"4,19,51,96",51
4,"4,19,51,97",51
4,"4,19,51,98",51
4,"4,19,51,99",51
4,"4,19,53,88",51
4,"4,19,53,89",51
4,"4,19,53,90",51
4,"4,19,53,91",51
4,"4,19,53,92",51
4,"4,19,53,93",51
4,"4,19,53,94",51
4,"4,19,53,95",51
4,"4,19,53,96",51
4,"4,19,53,97",51
4,"4,19,53,98",51
4,"4,19,53,99",51
4,"4,20,51,83",51
4,"4,20,51,84",51
4,"4,20,51,85",51
4,"4,20,51,86",51
4,"4,20,51,87",51
4,"4,20,51,88",51
4,"4,20,51,89",51
4,"4,20,51,90",51
4,"4,20,51,91",51
4,"4,20,51,92",51
4,"4,20,51,93",51
4,"4,20,51,94",51
4,"4,20,51,95",51
4,"4,20,51,96",51
4,"4,20,51,97",51
4,"4,20,51,98",51
4,"4,20,51,99",51
4,"4,21,51,82",51
4,"4,21,51,83",51
4,"4,21,51,84",51
4,"4,21,51,85",51
4,"4,21,51,86",51
4,"4,21,51,87",51
4,"4,21,51,88",51
4,"4,21,51,89",51
4,"4,21,51,90",51
4,"4,21,51,91",51
4,"4,21,51,92",51
4,"4,21,51,93",51
4,"4,21,51,94",51
4,"4,21,51,95",51
4,"4,21,51,96",51
4,"4,21,51,97",51
4,"4,21,51,98",51
4,"4,21,51,99",51
4,"4,22,51,81",51
4,"4,22,51,82",51
4,"4,22,51,83",51
4,"4,22,51,84",51
4,"4,22,51,85",51
4,"4,22,51,86",51
4,"4,22,51,87",51
4,"4,22,51,88",51
4,"4,22,51,89",51
4,"4,22,51,90",51
4,"4,22,51,91",51
4,"4,22,51,92",51
4,"4,22,51,93",51
4,"4,22,51,94",51
4,"4,22,51,95",51
4,"4,22,51,96",51
4,"4,22,51,97",51
4,"4,22,51,98",51
4,"4,22,51,99",51
4,"4,23,51,80",51
4,"4,23,51,81",51
4,"4,23,51,82",51
4,"4,23,51,83",51
4,"4,23,51,84",51
4,"4,23,51,85",51
4,"4,23,51,86",51
4,"4,23,51,87",51
4,"4,23,51,88",51
4,"4,23,51,89",51
4,"4,23,51,90",51
4,"4,23,51,91",51
4,"4,23,51,92",51
4,"4,23,51,93",51
4,"4,23,51,94",51
4,"4,23,51,95",51
4,"4,23,51,96",51
4,"4,23,51,97",51
4,"4,23,51,98",51
4,"4,23,51,99",51
4,"5,11,18,51",51
4,"5,11,19,51",51
4,"5,11,19,53",51
4,"5,11,20,51",51
4,"5,11,21,51",51
4,"5,11,22,51",51
